ESR,ESL,IntOblR,IntOblL,LatR,LatL,AbsR,AbsL,ExtOblR,ExtOblL
0.000603,-0.007939,0.019328,0.02327,0.000603,0.009473,-0.031592,0.021956,0.068606,-0.006296
-0.003011,0.004545,0.009473,0.028527,0.003888,0.009144,-0.035205,0.017686,0.066963,-0.012538
-0.000711,0.001917,0.022613,0.024256,0.008816,-0.001368,-0.035862,0.010787,0.042324,-0.010238
0.00126,-0.003011,0.024913,0.029184,0.010787,-0.012866,-0.032577,0.012429,0.020314,-0.002025
0.000931,-0.012209,0.025242,0.028855,0.008487,0.003231,-0.032906,0.014729,-0.005967,0.016372
-0.005639,-0.027978,0.026227,0.026556,0.007502,0.011115,-0.03192,0.013744,-0.025678,0.029184
-0.008596,-0.018123,0.023928,0.029841,0.007173,0.014401,-0.030278,0.022285,-0.00104,0.022613
-0.006624,-0.013523,0.02327,0.032797,-0.002025,0.006188,-0.027978,0.027541,-0.015166,0.029184
-0.004325,-0.007282,0.02327,0.027541,0.014729,-0.009581,-0.028307,0.025242,-0.006296,0.036083
0.006845,-0.004325,0.024913,0.021956,0.006845,-0.018451,-0.026993,0.016043,-0.024036,0.041339
-0.001697,-0.013852,0.02327,0.019,0.002245,-0.027321,-0.033563,0.015715,-0.043747,0.053165
-0.002025,-0.009253,0.020314,0.014401,-5.4e-05,-0.021079,-0.03192,0.017029,-0.051303,0.063021
0.003231,-0.012538,0.0167,0.035426,0.002245,-0.011224,-0.028964,0.018671,-0.040133,0.050866
0.008816,-0.00991,0.018014,0.031812,-0.004325,-0.002354,-0.026007,0.020971,-0.034877,0.042324
-0.008267,-0.004653,0.017357,0.031812,-0.003011,0.001588,-0.033563,0.02557,0.001917,0.047909
-0.003996,-0.001697,0.013744,0.030826,-0.002354,-0.002682,-0.027321,0.028527,-0.016151,0.050537
-0.011224,0.003888,0.024913,0.033454,0.002245,-0.006624,-0.025678,0.032469,-0.017137,0.031155
-0.001697,0.004874,0.023928,0.030826,0.004874,-0.00531,-0.022393,0.034769,-0.036519,0.057108
0.007173,0.013744,0.025242,0.03214,0.002902,0.001588,-0.021408,0.033783,-0.057216,0.046267
-0.002682,0.005202,0.026227,0.033454,0.002245,0.007173,-0.023379,0.029512,-0.056887,0.041339
-0.006296,-0.007282,0.028527,0.024256,0.011444,0.009801,-0.024036,0.019985,-0.078241,0.03214
-0.004325,-0.007282,0.02557,0.024256,0.017357,0.004217,-0.022722,0.020971,-0.054259,0.036083
-5.4e-05,-0.003996,0.029184,0.012758,0.018014,0.003231,-0.022065,0.020314,-0.069371,0.034769
0.005202,0.004217,0.028527,0.016043,0.013744,-0.007282,-0.029292,0.021299,-0.047032,0.019985
0.015386,0.016043,0.029512,0.024256,0.005859,-0.013195,-0.026664,0.011115,-0.052288,-0.002354
0.013744,0.017357,0.029841,0.024256,0.003231,-0.020094,-0.033563,0.007173,-0.047689,0.012429
0.015715,0.014729,0.030498,0.015386,0.010458,-0.022722,-0.031263,0.00783,-0.029292,0.022613
0.011772,0.002245,0.031812,0.025242,0.012101,-0.013852,-0.030935,0.014401,-0.037177,0.008487
0.005859,-0.017794,0.033454,0.033783,0.017029,-0.009581,-0.022393,0.019985,-0.022065,-0.008596
-0.006624,-0.029949,0.02557,0.037397,0.0167,-0.003996,-0.030935,0.027541,-0.014509,-0.002682
-0.008267,-0.032249,0.009801,0.029184,0.012758,-0.00761,-0.031592,0.018014,0.000603,0.008159
-0.00104,-0.028307,0.016043,0.009801,0.007173,-0.005639,-0.034548,0.020642,0.021299,-0.006296
0.013415,-0.016151,0.018014,0.007502,0.003231,-0.006296,-0.029621,0.024585,0.030498,0.003231
0.02327,-0.005967,0.024585,0.00783,0.000603,0.002902,-0.021736,0.02787,0.048238,0.002574
0.014401,-0.012866,0.024913,0.021299,0.000603,0.003888,-0.030935,0.025242,0.071562,0.006845
0.003231,-0.016808,0.015715,0.035754,0.000931,0.002574,-0.032249,0.022613,0.059407,0.020642
-0.007939,-0.028635,0.017357,0.042653,-0.003668,-5.4e-05,-0.035534,0.022285,0.067949,0.004217
-0.015823,-0.026993,0.011444,0.043638,-0.008924,0.004217,-0.036519,0.025242,0.072548,0.022613
-0.026007,-0.026664,0.006188,0.035754,-0.007939,-0.007939,-0.039148,0.033126,0.099815,0.035754
-0.021408,-0.036519,0.006845,0.030826,-0.006624,-0.006624,-0.038491,0.021956,0.122482,0.032797
-0.02305,-0.033234,0.006188,0.033126,-0.003996,-0.00104,-0.039805,0.022613,0.1054,0.02327
-0.017794,-0.034548,0.004217,0.037068,0.006845,0.006188,-0.040462,0.021956,0.108028,0.033454
-0.00991,-0.027321,0.006188,0.042981,-0.00104,0.008487,-0.033563,0.024256,0.116898,0.047252
0.000274,-0.011224,0.008816,0.037725,0.000274,0.008487,-0.038491,0.029841,0.103428,0.065321
0.006188,0.002574,0.009144,0.028198,-0.006953,0.000274,-0.036191,0.030169,0.096858,0.068934
0.006516,0.007502,0.005202,0.026227,0.000603,-0.006953,-0.031592,0.024913,0.082075,0.04988
0.005202,0.00356,0.006845,0.007502,0.003231,-0.00991,-0.030278,0.0167,0.074848,0.060393
0.00126,0.002245,0.005202,0.005859,0.007502,-0.01418,-0.028635,0.016043,0.07879,0.060721
0.008487,0.012758,0.011444,0.004874,0.01013,-0.00991,-0.030935,0.021628,0.075176,0.07419
0.018343,0.011444,0.019985,0.012101,0.01013,-0.007282,-0.035205,0.018671,0.059079,0.083717
0.019985,0.019,0.013086,0.013415,0.016043,-0.00531,-0.037177,0.018014,0.065649,0.060064
0.014729,0.02327,0.015058,0.014401,0.002245,0.00356,-0.036191,0.019657,0.055465,0.04988
0.009801,0.028527,0.013415,0.017686,0.005531,0.00356,-0.030935,0.026227,0.058093,0.037397
0.011772,0.033126,0.015715,0.021956,0.008487,0.00126,-0.025021,0.028198,0.042324,0.029512
0.013415,0.017029,0.016043,0.027213,0.009801,-0.001368,-0.029292,0.020314,0.072548,-0.00531
0.007502,0.006516,0.013744,0.020642,0.019328,-0.006624,-0.030935,0.020314,0.051523,0.028198
0.007173,-0.006953,0.018014,0.018343,0.020971,-0.013523,-0.027978,0.022942,0.041339,0.016372
0.002574,-0.015823,0.021299,0.015715,0.018014,0.000274,-0.02765,0.031812,0.025242,0.002574
0.000274,-0.025021,0.026556,0.016372,0.020971,0.002574,-0.026335,0.028198,0.009473,0.006516
0.000931,-0.038162,0.025899,0.026884,0.0167,0.00126,-0.029949,0.020642,0.036083,0.011444
-0.001697,-0.029621,0.028527,0.029184,0.002574,0.006188,-0.031592,0.019,0.012101,-0.009581
-0.005967,-0.015823,0.023599,0.029512,0.015386,0.013415,-0.034548,0.021299,-0.010238,-0.002354
-0.004325,-0.006624,0.020642,0.037068,0.012101,0.011444,-0.02305,0.027541,-0.045389,-0.020422
-0.010895,-0.003996,0.030169,0.042324,0.014401,0.009801,-0.026664,0.030498,-0.045718,-0.042433
-0.006624,0.000603,0.026884,0.035754,0.016043,0.005202,-0.026993,0.028527,-0.042433,0.007502
-0.002682,-0.002025,0.026884,0.049223,0.014401,-0.003668,-0.026007,0.028527,-0.039805,-0.006953
-0.00104,-0.010567,0.029512,0.04101,0.009801,0.009144,-0.024693,0.029841,-0.059516,0.005531
-0.003668,-0.02535,0.028527,0.036083,0.007502,0.00356,-0.028635,0.029841,-0.053274,0.019985
-0.007939,-0.029621,0.014401,0.028855,0.010458,0.004217,-0.023707,0.031483,-0.044732,0.0167
-0.016151,-0.043747,0.018671,0.019657,0.020971,0.009144,-0.022065,0.03444,-0.039805,0.019985
-0.022393,-0.049989,0.012101,0.009801,0.024913,0.013086,-0.020094,0.036083,-0.019108,0.031155
-0.030278,-0.047689,0.012758,0.003231,0.025242,0.013415,-0.02765,0.031812,-0.02535,0.037725
-0.021736,-0.046046,0.013086,0.004545,0.019657,0.007502,-0.031592,0.0167,0.004874,0.031483
-0.013523,-0.022722,0.006845,0.00783,0.012758,-0.008267,-0.032577,0.023599,0.006516,0.040353
0.002574,0.006516,0.015058,0.006845,0.009801,-0.017794,-0.029292,0.031483,0.027541,0.050866
0.013415,0.028855,0.015386,0.014729,0.00783,-0.012538,-0.026335,0.034769,0.030498,0.055465
-0.006624,0.028527,0.012101,0.020642,0.004874,-0.006296,-0.028964,0.033783,0.04101,0.049552
-0.011881,0.004874,0.009144,0.029512,0.002902,-0.004325,-0.021736,0.029512,0.022285,0.05448
-0.021736,-0.021079,0.001917,0.035097,0.001917,-0.002354,-0.021736,0.033783,0.017686,0.070248
-0.022393,-0.036848,0.011772,0.026227,0.002245,0.001588,-0.01878,0.037068,0.010458,0.069263
-0.010895,-0.035862,0.011772,0.02327,0.00356,0.000274,-0.021079,0.036083,-0.003668,0.057765
0.003231,-0.030606,0.013415,0.018343,0.006516,0.005531,-0.028307,0.031155,-0.009581,0.046595
0.007502,-0.02765,0.017686,0.014401,0.006516,-0.004325,-0.026993,0.021628,-0.015823,0.032797
0.018671,-0.020094,0.015386,0.015386,0.002902,-0.00991,-0.028307,0.013744,0.00126,0.022285
0.019328,-0.010238,0.027541,0.017357,-0.004325,-0.011552,-0.025678,0.009473,-0.006953,0.009801
0.013415,0.003231,0.023599,0.022285,0.002245,-0.008596,-0.028964,0.009144,-0.022065,0.004545
0.001588,0.011772,0.022285,0.026884,0.002902,-0.004653,-0.028964,0.016043,-0.022393,0.012429
0.004545,0.013415,0.026227,0.024585,0.006516,-0.000711,-0.025678,0.01013,-0.019437,0.019328
-0.001697,0.02327,0.030498,0.013415,0.007173,0.000931,-0.023379,0.016043,-0.023707,0.012758
-0.002682,0.013744,0.03214,0.018671,0.006516,0.001917,-0.02305,0.013415,-0.016808,0.000931
-5.4e-05,0.007502,0.031812,0.016372,0.000603,0.002574,-0.020422,0.018343,-0.019108,0.006516
-0.004653,0.011444,0.030498,0.010458,-0.004653,-0.000383,-0.027978,0.03214,-0.00991,0.020642
0.010787,0.016372,0.025242,-0.001697,-0.000711,-0.009253,-0.023707,0.021956,-0.023379,0.041996
0.015058,0.011772,0.032469,-0.008267,0.002574,-0.013195,-0.023707,0.022942,-0.007282,0.002245
0.015058,-0.007282,0.029841,0.008816,0.006516,-0.008267,-0.021079,0.023599,0.000274,-0.003011
0.006188,-0.038162,0.028855,0.018014,0.00783,0.004217,-0.022065,0.022942,0.014401,-0.004982
-0.002682,-0.054259,0.025899,0.019985,0.010787,0.015715,-0.02535,0.018671,0.027541,-0.007282
-0.005967,-0.045718,0.019328,0.011772,0.020642,0.019,-0.031592,0.012101,0.031483,0.036083
-0.004653,-0.028964,0.020642,0.014401,0.018014,0.009473,-0.036848,0.012758,0.052508,0.008816
-0.003339,-0.011552,0.019,0.026556,0.001588,0.002245,-0.039805,0.011772,0.078461,0.019985
0.00356,-0.002682,0.018343,0.037725,-0.004325,-0.019765,-0.044075,0.014072,0.101129,0.012758
0.002245,0.00783,0.015386,0.031155,-0.005967,-0.029621,-0.047361,0.017686,0.116241,0.023599
0.00356,0.000274,0.012429,0.012101,-0.00761,-0.027321,-0.045061,0.019328,0.132338,0.036411
-5.4e-05,-0.003339,0.009144,-0.004982,0.000603,-0.022065,-0.041119,0.018014,0.14745,0.023599
-0.003339,-0.015166,0.006516,-0.010895,-0.007939,-0.015494,-0.039805,0.019328,0.15402,0.035754
-0.007939,-0.025678,0.00356,-0.006624,-0.005967,-0.017794,-0.037834,0.019657,0.179644,0.041339
-0.008267,-0.025678,-0.001368,0.003888,-0.008924,-0.009253,-0.03192,0.03214,0.177673,0.059407
-0.002025,-0.027321,-5.4e-05,0.008159,-0.009253,-0.003339,-0.029949,0.032797,0.197055,0.092916
0.002902,-0.01878,0.004545,0.007502,-0.007282,0.000603,-0.031592,0.038054,0.190814,0.086674
0.005859,-0.007282,0.008159,0.007173,-0.000711,0.00356,-0.040462,0.036411,0.1849,0.079118
0.018343,0.004874,0.006845,0.007502,0.00126,0.002574,-0.023707,0.030169,0.144821,0.055794
0.009144,0.005531,0.013415,0.009144,-0.004982,0.000931,-0.026664,0.035754,0.149092,0.02787
0.014729,0.00356,0.016372,0.004217,-0.003996,0.000274,-0.023707,0.026556,0.117555,0.057436
0.014729,0.000931,0.022285,0.00783,0.000931,-0.008924,-0.028964,0.012758,0.100143,0.011115
0.012101,0.004545,0.028527,0.001917,0.007502,0.005531,-0.042104,0.003888,0.084374,0.017029
0.00783,0.022942,0.031812,-5.4e-05,0.009144,-0.003339,-0.037834,0.006845,0.034769,0.022942
0.006845,0.020642,0.018014,0.00126,0.011115,-0.00761,-0.036191,0.008816,0.030498,0.024256
0.006516,0.014072,0.029512,0.006188,0.016043,-0.006624,-0.026993,0.014401,-0.036519,0.026884
0.004217,0.009144,0.022285,0.006845,0.027213,-0.011552,-0.020094,0.020642,-0.060501,0.019657
0.007502,0.004545,0.023928,0.013744,0.023599,0.001588,-0.011224,0.03214,-0.111093,0.021956
0.001588,-0.002682,0.030826,0.022285,0.020971,0.001917,-0.013852,0.036411,-0.136717,0.02787
-0.00104,0.013415,0.03214,0.027213,0.020314,-0.001368,-0.013852,0.038054,-0.132775,0.02787
-0.001368,0.006516,0.029841,0.025242,0.023599,-0.003339,-0.019108,0.029184,-0.164969,0.003231
-0.008596,-0.010567,0.020971,0.025899,0.028527,-0.004982,-0.024036,0.017029,-0.151829,-0.009581
-0.016151,-0.023379,0.02327,0.025899,0.027213,-0.00104,-0.025678,0.020314,-0.164641,-0.016808
-0.003339,-0.023379,0.030498,0.02327,0.027213,0.007173,-0.021408,0.015715,-0.175482,-0.007282
0.00126,-0.005967,0.03674,0.025242,0.029512,0.01013,-0.020422,0.02787,-0.17811,-0.003668
0.002245,0.010787,0.02557,0.025242,0.035426,0.008816,-0.015494,0.033126,-0.17581,0.028527
-0.001368,0.011444,0.021956,0.030826,0.031155,0.006516,-0.010567,0.038382,-0.162341,0.015715
-0.015166,0.005202,0.019,0.035426,0.030498,0.01013,-0.019765,0.040025,-0.139345,0.011115
-0.004982,0.002902,0.02557,0.036083,0.024913,0.005202,-0.013195,0.036411,-0.133103,0.005202
-0.003668,-0.002354,0.022942,0.038711,0.017357,0.00356,-0.014837,0.033126,-0.107479,-0.017137
-0.003996,0.000274,0.020642,0.033454,0.009801,0.00126,-0.012209,0.030169,-0.105836,0.005531
-0.003339,-0.003011,0.020314,0.027541,0.021299,-0.001368,-0.015166,0.026884,-0.097952,0.012101
0.001588,-0.002354,0.025899,0.023599,0.022613,0.008159,-0.013852,0.017029,-0.098281,0.001588
-0.001368,-0.002682,0.035426,0.022285,0.021628,0.00356,-0.014509,0.022285,-0.092367,0.012429
0.000931,-0.008267,0.026884,0.021299,0.016372,-0.004653,-0.015166,0.025242,-0.035205,0.037068
-0.002682,-0.010238,0.026556,0.025242,-0.000383,-0.011881,-0.018123,0.02557,-0.00991,0.028527
-0.001368,-0.008596,0.019328,0.021956,-0.002354,-0.019437,-0.019108,0.020971,0.024913,0.022613
0.003888,-0.004982,0.015715,0.023928,-0.000383,-0.008596,-0.026007,0.016043,0.026884,0.020314
-0.003668,-0.012209,0.011115,0.029184,-5.4e-05,0.002574,-0.028307,0.022942,0.059736,0.015386
-0.005639,-0.010895,0.013415,0.026227,0.003231,0.010458,-0.029949,0.028855,0.079118,0.053494
-0.002354,-0.00761,0.013086,0.037068,0.001917,0.008487,-0.033563,0.031155,0.101457,0.053822
0.009144,-0.003339,0.020971,0.034112,0.006516,0.010787,-0.032577,0.026227,0.122811,0.046267
0.009144,-0.003011,0.020971,0.032797,0.0167,0.013086,-0.036519,0.021299,0.119526,0.039368
0.005531,-0.003339,0.012758,0.038711,0.026227,0.017686,-0.036191,0.024256,0.1054,0.065978
-0.003996,-0.015494,0.020314,0.040682,0.02557,0.019328,-0.038162,0.030498,0.100472,0.047581
-0.009253,-0.016151,0.0167,0.040353,0.013744,0.013415,-0.042761,0.033783,0.087003,0.051523
-0.00531,-0.007939,0.020314,0.038054,0.004545,0.005202,-0.030935,0.036083,0.086346,0.050537
0.005859,-0.003668,0.021299,0.035097,-0.000383,0.002245,-0.026335,0.03674,0.051851,0.044624
0.005531,0.005531,0.017029,0.035097,0.000931,0.004217,-0.023379,0.037397,0.050209,0.06992
0.001917,-0.003996,0.016043,0.032797,0.002902,0.01013,-0.023707,0.038711,0.063021,0.012101
-0.008267,-0.015494,0.010787,0.032797,-0.010895,0.017686,-0.027978,0.036411,0.044296,0.015386
-0.011881,-0.022393,0.009801,0.03444,-0.009581,0.00126,-0.031592,0.040353,0.046267,0.030169
-0.005639,-0.016808,0.004874,0.039696,-0.010895,-0.003996,-0.03422,0.032797,0.049223,0.021956
-0.003996,-0.010567,0.003231,0.044624,-0.003996,-0.010238,-0.037834,0.033783,0.000931,0.014729
-0.006296,-0.012209,-0.003339,0.033454,0.009473,-0.014509,-0.039148,0.031155,0.018671,0.013744
-0.014509,-0.023707,-0.011552,0.028198,0.000603,-0.015494,-0.03192,0.03214,0.031155,0.013744
-0.026335,-0.033563,-0.01418,0.02327,-0.00104,-0.003668,-0.036519,0.023928,0.03214,0.013744
-0.030935,-0.035534,-0.019765,0.027213,-0.003996,0.000931,-0.041447,0.028855,0.055794,0.009144
-0.02305,-0.030278,-0.002682,0.032797,-0.006624,-0.00761,-0.044404,0.019328,0.036083,0.013086
-0.014837,-0.012538,0.004217,0.020971,-0.010895,-0.021408,-0.048018,0.013744,0.016043,0.003888
-0.006296,0.00356,0.00356,0.018671,-0.02305,-0.040462,-0.048346,0.0167,0.015058,0.013415
-0.00104,0.015715,0.005202,0.018671,-0.017466,-0.041447,-0.043747,0.025242,-0.002025,0.033126
0.005531,0.006188,0.007502,0.021956,-0.012209,-0.031263,-0.049332,0.020314,0.055465,0.034769
0.008487,-0.002025,0.005202,0.022613,-0.001368,-0.028307,-0.04966,0.021628,0.028198,0.059736
-0.002025,-0.013523,0.005531,0.018343,-0.008267,-0.026007,-0.048018,0.025242,-0.00104,0.061378
-0.016151,-0.026007,0.006845,0.019985,-0.012866,-0.027978,-0.041119,0.027213,-0.003011,0.071234
-0.032906,-0.030935,0.006188,0.022285,-0.017466,-0.023379,-0.033234,0.040353,-0.036848,0.079775
-0.035862,-0.031263,0.012758,0.019,-0.020751,-0.021408,-0.026007,0.033454,-0.026335,0.069591
-0.027978,-0.019765,0.018014,0.03214,-0.034548,-0.015166,-0.03192,0.019328,-0.04079,0.062692
-0.018123,-0.008924,0.025242,0.02327,-0.02305,-0.01648,-0.039148,0.003888,-0.04966,0.062692
-0.006296,-0.003668,0.02557,0.019657,-0.021079,-0.013852,-0.041776,0.000274,-0.068386,0.056451
-0.010895,-0.008596,0.024913,0.021628,-0.018123,-0.015823,-0.043747,0.009801,-0.062801,0.050209
-0.002682,-0.00531,0.024913,0.028855,-0.005639,-0.012209,-0.039476,0.02557,-0.037505,0.043967
0.010787,0.006516,0.036083,0.042653,-0.010567,-0.008924,-0.038491,0.030169,-0.038819,0.040353
0.023928,0.020642,0.03674,0.037068,0.00126,-0.006624,-0.042433,0.029184,-0.01418,0.042653
0.022285,0.02327,0.033454,0.030169,-0.007282,-0.021736,-0.044404,0.02327,0.020971,0.042324
0.015715,0.006845,0.018343,0.025899,-0.016151,-0.029949,-0.048018,0.008816,0.050866,0.041339
-0.004653,-0.011552,0.030169,0.026556,-0.020094,-0.034548,-0.051303,0.007173,0.066635,0.033783
-0.014509,-0.024364,0.021956,0.047909,-0.01418,-0.031592,-0.047689,0.010787,0.09423,0.020314
-0.011881,-0.023707,0.019,0.052508,-0.011881,-0.034548,-0.039476,0.018343,0.117883,0.001917
-0.00761,-0.024364,0.016372,0.050209,-0.006296,-0.032906,-0.032249,0.021299,0.133323,-0.007282
-0.004653,-0.004325,0.02327,0.039368,-0.002682,-0.03422,-0.02765,0.02787,0.118212,0.006188
0.00126,-0.007282,0.023928,0.028855,-0.000383,-0.036848,-0.03192,0.020642,0.130038,0.011772
0.004217,-0.013195,0.020314,0.038711,0.00356,-0.030278,-0.038162,0.013744,0.102114,-0.000711
-0.004325,-0.018123,0.022613,0.051851,0.013086,-0.029621,-0.042104,0.009473,0.1054,-0.009253
0.006845,-0.013852,0.025899,0.059079,0.022285,-0.02305,-0.037177,0.017029,0.093901,-0.004982
0.01013,-0.00761,0.027541,0.057436,0.022942,-0.017794,-0.03192,0.009473,0.074519,-0.020094
0.009473,0.004545,0.034112,0.048895,0.019985,-0.021408,-0.033234,0.002245,0.043638,0.002245
0.01013,0.008816,0.030169,0.062692,0.015386,-0.02535,-0.033891,-0.005639,0.0167,-0.010895
0.019985,0.014401,0.031483,0.069263,0.014401,-0.011224,-0.033563,-0.012209,-0.011224,-0.011552
0.028527,0.01013,0.03214,0.066306,0.017686,-0.003668,-0.030606,-0.008596,-0.026335,-0.015166
0.041667,0.020314,0.028855,0.050866,0.024913,-0.000711,-0.027321,0.000274,-0.026335,-5.4e-05
0.044296,0.033783,0.037068,0.02557,0.023928,0.00356,-0.028635,0.00783,-0.020751,-0.006624
0.040025,0.051523,0.03444,-0.001697,0.031483,0.009801,-0.032577,0.002902,-0.009253,0.002902
0.026884,0.051194,0.030498,-0.013195,0.030498,0.014401,-0.037177,-0.014509,-0.006624,0.000931
0.026884,0.035097,0.030826,-0.011224,0.033454,0.015058,-0.036848,-0.024036,-0.019765,0.001917
0.029184,0.032469,0.034769,-0.001697,0.033454,0.018343,-0.03192,-0.025021,-0.004653,0.025242
0.029512,0.037397,0.041339,0.003231,0.037725,0.022613,-0.030606,-0.026007,-0.019437,0.011772
0.02557,0.046924,0.042653,0.00783,0.037725,0.025899,-0.036848,-0.032577,-0.030606,0.009473
0.023928,0.049223,0.046595,0.005531,0.037725,0.025242,-0.04079,-0.038162,-0.050974,0.00783
0.022942,0.022613,0.055794,0.003231,0.037397,0.025899,-0.044075,-0.04079,-0.051631,0.018671
0.013086,-0.004982,0.060721,0.012758,0.039696,0.031812,-0.043418,-0.031263,-0.074956,0.03444
-0.006296,-0.041776,0.066635,0.004545,0.044953,0.034769,-0.045389,-0.024036,-0.07857,0.026884
-0.030606,-0.072656,0.058093,0.013086,0.029512,0.037397,-0.053602,-0.015494,-0.084811,0.038054
-0.050317,-0.098281,0.047909,0.013744,0.026227,0.029184,-0.038162,-0.002025,-0.081855,0.049223
-0.038819,-0.107151,0.044624,0.011444,0.031483,0.023599,-0.026007,-0.010567,-0.085468,0.081418
-0.028635,-0.101566,0.042324,0.011772,0.034769,0.019328,-0.022393,-0.004982,-0.062144,0.021299
-0.010238,-0.087768,0.042653,0.014729,0.040353,0.014729,-0.017794,-0.00104,-0.041119,0.024256
0.008159,-0.062472,0.040353,0.028527,0.043638,0.000603,-0.010238,-0.00104,-0.01648,0.014401
0.024585,-0.035862,0.038054,0.041996,0.04101,0.007173,-0.021736,-0.001368,0.015386,0.007502
0.028198,-0.024693,0.039039,0.047252,0.039039,0.017686,-0.024036,-0.008267,-0.018451,0.032469
0.011444,-0.029621,0.028527,0.047581,0.04331,0.030826,-0.028964,-0.00531,0.013415,-0.012209
-0.003668,-0.042761,0.023928,0.045281,0.03214,0.036411,-0.031592,-0.002354,0.021628,-0.01648
-0.011552,-0.043418,0.021956,0.036411,0.031812,0.037068,-0.032249,0.006516,0.03444,-5.4e-05
-0.002354,-0.023379,0.021299,0.03444,0.031155,0.037068,-0.020751,0.023928,0.017686,-0.000383
0.017029,-0.022065,0.024585,0.028198,0.032797,0.035097,-0.014837,0.030169,0.027541,0.005859
0.017357,-0.017794,0.022285,0.044953,0.018014,0.041339,-0.01418,0.034112,0.020314,-0.002025
0.012429,-0.019108,0.018343,0.039039,0.031812,0.041996,-0.016808,0.028527,0.033126,-0.009581
0.010458,-0.017137,0.0167,0.027541,0.032469,0.039696,-0.015823,0.013744,0.041667,-0.011552
0.002245,-0.010567,0.017686,0.014072,0.031812,0.037725,-0.011224,0.033783,0.048566,-0.004653
0.004545,-0.006953,0.019985,0.013086,0.031155,0.04101,-0.008924,0.03444,0.071562,0.022613
0.007173,-0.005639,0.023928,0.013744,0.018014,0.050209,-0.013852,0.038711,0.072219,0.008487
0.006188,-0.006953,0.025242,0.019328,0.027541,0.052837,-0.030278,0.036083,0.087331,0.027213
0.002245,-0.011881,0.021299,0.02327,0.019328,0.043638,-0.022065,0.039696,0.088317,0.022285
-0.002682,-0.010895,0.0167,0.017029,0.011444,0.042653,-0.019108,0.050537,0.097515,0.0167
0.001917,-0.006624,0.016372,-0.003339,0.010458,0.030826,-0.012866,0.061378,0.096858,0.031483
-0.000711,0.006188,0.012758,0.000274,0.013415,0.026227,-0.011552,0.062364,0.107371,0.022285
-0.004653,0.009144,0.013086,-0.006296,0.014072,0.022613,-0.009581,0.058093,0.097844,0.037397
-0.003339,0.000274,0.008487,-0.005639,0.011772,0.0167,-0.018123,0.047909,0.087988,0.028198
-0.004325,0.002245,-0.00531,-0.002682,0.008159,0.015386,-0.021408,0.051523,0.094558,0.040025
-0.00761,-0.012866,0.005859,-0.005639,0.007173,0.012758,-0.021736,0.049552,0.099815,0.044624
-0.004982,-0.017794,0.004217,0.003888,0.009801,0.019657,-0.020422,0.053822,0.098829,0.050537
-0.008267,-0.014509,0.003888,0.010458,0.010787,0.013744,-0.018451,0.059407,0.101457,0.051194
0.00356,-0.015823,0.002902,0.012758,0.017357,0.009473,-0.013523,0.051194,0.104414,0.051851
-0.001697,-0.00104,0.00356,0.005531,0.018014,-0.000711,-0.015823,0.060064,0.109342,0.077804
-0.007282,-0.011881,-0.003011,0.018343,0.0167,-0.006624,-0.010238,0.062035,0.114269,0.071891
-0.017466,-0.020751,-0.005967,0.008487,0.010787,-0.01418,-0.010238,0.065321,0.112298,0.064992
-0.033563,-0.022393,-0.008267,0.01013,0.007173,-0.004653,-0.01648,0.065649,0.104085,0.075176
-0.019108,-0.020422,0.000274,0.015058,0.005202,-0.006953,-0.005967,0.070905,0.105728,0.076162
-0.012209,-0.020422,0.000931,0.024913,0.002902,-0.002682,-0.003011,0.076162,0.097187,0.070248
-0.004325,-0.019765,-0.006624,0.029841,-0.001368,0.000931,-5.4e-05,0.074848,0.089959,0.086346
-0.00104,-0.022722,-0.009253,0.037068,-0.009253,-0.002025,-0.00104,0.072219,0.092587,0.059736
-0.003668,-0.02305,-0.008924,0.033454,-0.015166,0.00356,-0.004653,0.068606,0.083717,0.05875
-0.011224,-0.017137,-0.003339,0.027213,-0.012866,-0.001697,-0.006624,0.070577,0.07419,0.045938
-0.006624,-0.006624,-0.008596,0.022613,-0.01418,-0.005967,-0.011552,0.067949,0.108028,0.032797
-0.000383,0.011444,-0.012866,0.015058,-0.01878,-0.010895,-0.015823,0.059407,0.095873,0.045938
0.003231,0.022613,-0.012209,0.009801,-0.021408,-0.019108,-0.021079,0.044953,0.098829,0.013086
0.005202,0.031812,-0.005639,0.006188,-0.025021,-0.012538,-0.023379,0.030169,0.079775,-0.003996
-0.004653,0.028198,0.004874,0.00126,-0.021736,-0.012538,-0.026993,0.033126,0.060721,-0.003996
-0.004325,0.03444,0.00356,0.002245,-0.019437,-0.012209,-0.031592,0.032797,0.074848,-0.000383
-0.003996,0.03444,0.003888,0.005202,-0.025021,-0.017466,-0.028635,0.035426,0.059736,0.011444
-0.002682,0.029841,0.002902,0.003888,-0.023379,-0.022393,-0.02305,0.04331,0.062035,0.014729
-0.009581,0.02557,0.006188,0.008487,-0.022393,-0.019765,-0.027978,0.055137,0.048566,0.025899
-0.007282,0.021956,0.006516,0.009473,-0.01418,-0.01418,-0.025021,0.043967,0.043967,0.031812
-0.00761,0.013086,0.019985,0.010458,-0.009253,-0.011224,-0.030606,0.035097,0.020971,0.01013
-0.008924,-0.002025,0.019985,0.026884,-0.008924,-0.015494,-0.033234,0.026556,-0.015823,0.004545
-0.008924,-0.020751,0.02327,0.035426,-0.006624,-0.01418,-0.024036,0.026884,-0.046375,0.0167
