ESR,ESL,IntOblR,IntOblL,LatR,LatL,AbsR,AbsL,ExtOblR,ExtOblL
-0.008267,-0.012538,0.020642,0.025242,0.002574,-0.01648,-0.029292,0.022942,0.022942,0.047252
-0.004325,-0.010238,0.019985,0.019,0.00356,-0.00104,-0.038491,0.023928,0.015715,0.050537
-0.000711,-0.000383,0.020971,0.019,0.003231,-0.006296,-0.034877,0.019985,0.016372,0.042653
0.005531,0.000931,0.013415,0.019985,0.001588,-0.003339,-0.034877,0.019985,0.037068,0.042324
0.008159,0.000274,0.019657,0.021628,-0.010567,0.000931,-0.032577,0.022942,0.010458,0.043638
0.015058,-0.002354,0.022613,0.019985,0.000603,0.000274,-0.031263,0.024913,0.012429,0.04101
0.01013,-0.004982,0.028198,0.018671,0.002245,-0.001697,-0.031263,0.025242,-0.006624,0.074848
0.01013,-0.017137,0.024585,0.019985,0.000931,-0.001697,-0.034877,0.023599,0.004545,0.033126
0.005531,-0.004982,0.027541,0.017686,-0.001368,-0.001697,-0.036519,0.024913,0.007173,0.018343
0.004874,-0.010238,0.019328,0.022613,0.003888,-0.001368,-0.035534,0.022613,0.002245,0.040025
0.000274,-0.011224,0.017357,0.023928,-0.000711,-0.004325,-0.036848,0.021628,0.004217,0.020314
-0.011881,-0.012866,0.017029,0.020642,-0.000383,0.002574,-0.040462,0.020642,-0.004325,0.013086
-0.006953,-0.021079,0.017686,0.020642,-0.001697,-0.002025,-0.030935,0.020642,-5.4e-05,0.005202
-0.00761,-0.017137,0.018343,0.028527,-0.005639,0.000603,-0.030935,0.024256,0.021628,-0.012538
-0.007939,-0.013195,0.017686,0.023928,-0.003339,0.00126,-0.032249,0.024585,0.00126,0.020642
-0.00531,-0.014509,0.019,0.026227,0.001917,-0.006624,-0.028964,0.022285,0.004545,0.012101
-0.002354,-0.014509,0.018014,0.022613,0.002574,-0.001368,-0.027321,0.017357,-0.002682,-0.000711
-0.001697,-0.003668,0.016372,0.023928,0.00356,-0.004982,-0.02765,0.023928,-0.000711,0.005202
0.000274,-0.00991,0.017357,0.023599,0.007502,-0.005967,-0.029621,0.022285,0.021628,0.018343
-0.00104,-0.007939,0.018343,0.024913,-0.004653,-0.002354,-0.031263,0.02327,0.022285,0.036083
0.002245,-0.006953,0.021628,0.024256,0.002245,-0.000711,-0.030278,0.023928,0.026556,0.038711
0.010458,0.000931,0.021628,0.023599,0.000603,-0.001697,-0.029949,0.028198,0.022942,0.036083
0.013744,0.00126,0.02557,0.019328,0.005859,-0.003668,-0.030278,0.023599,0.006188,0.03674
0.009144,-0.00531,0.02327,0.014072,0.009144,-0.004325,-0.031263,0.020971,0.040353,0.052508
0.002574,-0.010895,0.019,0.021628,0.015058,-0.00104,-0.028635,0.019985,0.038382,0.049223
-0.002354,-0.01648,0.018343,0.024256,0.011444,-0.001697,-0.021736,0.02327,0.042653,0.050209
-0.002354,-0.012866,0.015386,0.026884,0.012101,0.002245,-0.029292,0.028198,0.031812,0.056451
0.001917,-0.009581,0.014729,0.02327,0.015715,0.002574,-0.02765,0.020314,0.028198,0.063678
-5.4e-05,-0.009253,0.022613,0.012429,0.017029,0.006516,-0.029949,0.02327,0.031483,0.038054
0.002245,-0.007939,0.019657,0.019,0.022285,0.002902,-0.028307,0.02557,0.031812,0.033126
0.004545,-0.004982,0.019,0.014072,0.024913,0.004874,-0.021408,0.022613,0.02557,0.039039
0.003888,-0.000383,0.017686,0.016043,0.028855,0.007173,-0.029621,0.022942,0.019985,0.036083
0.001588,-0.002682,0.013744,0.0167,0.029841,0.007173,-0.029292,0.020314,0.010787,0.060064
-0.00104,-0.008924,0.019985,0.018671,0.019985,0.006516,-0.027978,0.020971,0.016043,0.021628
-0.005639,-0.010895,0.016043,0.020314,0.020642,0.010787,-0.029292,0.023599,0.019657,0.021956
-0.008924,-0.012866,0.015386,0.024585,0.020314,0.005202,-0.031263,0.028527,0.022613,0.021956
-0.004653,-0.011224,0.016043,0.02787,0.019328,0.010458,-0.031263,0.021956,0.048895,0.009144
-0.003668,-0.007282,0.017029,0.028527,0.016372,0.013744,-0.030606,0.022613,0.006845,-0.005967
-0.001697,-0.00761,0.015386,0.024913,0.021956,0.013744,-0.030278,0.019657,0.000931,-0.015823
-0.000711,-0.006624,0.016043,0.028855,0.010458,0.010458,-0.025021,0.018343,0.00126,-0.022722
-0.00531,-0.006296,0.020642,0.025242,0.013086,0.008816,-0.033234,0.019328,0.007502,-0.019437
0.000274,-0.005967,0.022613,0.026884,0.015386,0.00783,-0.026664,0.021299,-0.012866,0.008487
0.001917,-0.009581,0.019,0.030169,0.013744,0.004874,-0.021736,0.02557,-0.005967,-0.004325
0.000274,-0.010895,0.019,0.030169,0.011115,-0.008596,-0.02305,0.025242,-0.011224,-0.027321
-0.003339,-0.010895,0.020971,0.029184,0.008159,0.004217,-0.03192,0.022942,-0.000711,-0.014509
-0.004653,-0.01878,0.022613,0.028527,0.003888,0.000931,-0.032577,0.017357,0.002902,-0.020094
-0.003996,-0.012866,0.028855,0.028855,0.007173,0.002902,-0.033234,0.016372,-0.004653,0.014072
-0.002354,-0.009253,0.021628,0.028527,0.006188,0.004217,-0.032249,0.016043,0.009473,0.007502
-0.00104,-0.00991,0.021956,0.023928,0.002574,0.006516,-0.031263,0.017686,-0.002025,-0.000383
-0.002682,-0.011224,0.022613,0.024913,0.00783,0.003231,-0.042761,0.019657,0.009801,0.007502
0.000274,-0.024693,0.022613,0.021628,0.009144,0.00126,-0.030606,0.013086,0.013415,0.006845
-0.001368,-0.016151,0.02327,0.022942,0.008816,-5.4e-05,-0.031592,0.018671,0.043967,0.004217
0.002902,-0.013523,0.019,0.028198,0.015715,-0.006296,-0.029292,0.020642,0.028527,0.039368
-0.000711,-0.012866,0.020642,0.030826,0.013744,-0.01878,-0.028964,0.019985,0.027541,0.021956
0.009473,-0.013195,0.022613,0.03214,0.007173,-0.002682,-0.026007,0.020642,0.006188,0.0167
-0.001697,-0.007939,0.026227,0.028527,0.006516,-0.004325,-0.033234,0.019985,0.003231,0.038711
0.004545,-0.010895,0.021628,0.028198,0.004217,-0.003996,-0.03422,0.020642,0.028527,0.040682
0.004217,-0.007282,0.019985,0.022613,0.004217,-0.008267,-0.033563,0.022613,0.020314,0.053494
0.003231,-0.005967,0.016043,0.020314,0.006845,-0.004982,-0.030278,0.024913,0.021628,0.048895
0.005859,-0.006624,0.016372,0.021628,0.005202,-0.009581,-0.02765,0.027541,0.015715,0.035426
-0.00104,-0.00531,0.022285,0.015386,0.006845,-0.004325,-0.026007,0.024585,-0.007939,0.031812
0.001588,-0.003668,0.021628,0.019328,0.00356,-0.002025,-0.027978,0.026884,0.029184,0.019985
0.005202,0.001917,0.017029,0.013744,0.00356,-0.002682,-0.030606,0.02557,0.02327,0.054151
0.009144,0.007173,0.015386,0.015715,0.006188,-0.005639,-0.02535,0.022942,0.008159,0.044953
0.007502,0.006188,0.013415,0.017029,0.006516,-0.010238,-0.032249,0.022613,0.012429,0.050537
0.004874,0.008159,0.005859,0.018671,0.004874,-0.00991,-0.028964,0.022285,0.027541,0.038711
0.00356,-0.000383,0.018671,0.021299,-0.004325,-0.008924,-0.029949,0.023599,0.012758,0.036083
0.002574,-0.003996,0.015715,0.017029,0.004217,-0.004653,-0.029949,0.028198,0.018014,0.041996
-0.003011,-0.009253,0.016043,0.018343,0.009473,-0.00531,-0.028307,0.027541,0.017029,0.036083
0.007173,-0.022065,0.019,0.017686,0.009801,-0.005967,-0.02765,0.020971,-0.000383,0.037068
0.006188,-0.004325,0.016372,0.019985,0.01013,-0.009253,-0.029621,0.025899,-0.021408,0.035097
0.012101,-0.002354,0.022285,0.023928,0.013086,-0.012538,-0.030278,0.026884,-0.004982,0.027213
0.012101,0.002902,0.021956,0.021299,0.001588,-0.008267,-0.031263,0.02787,-0.004325,0.026884
0.013086,0.003231,0.019985,0.018014,0.012101,-0.003339,-0.033234,0.02557,-0.001697,0.015715
0.013744,0.009144,0.016372,0.018014,0.009473,-0.000711,-0.02765,0.024256,-0.00761,0.013744
0.015715,0.010787,0.011444,0.018671,0.00783,-0.003668,-0.030278,0.023928,-0.012866,0.029184
0.010458,0.007173,0.016372,0.015715,0.008487,-0.002025,-0.029949,0.024913,0.004545,0.023599
0.00356,0.00356,0.016043,0.020314,0.008159,-0.003339,-0.022393,0.024585,0.00783,0.012758
0.004545,-0.003339,0.015715,0.018014,0.012758,0.000931,-0.029621,0.025899,0.004874,0.015386
-0.004982,-0.005639,0.017686,0.018014,0.012101,0.000274,-0.024364,0.030169,-0.010895,0.025242
-0.011552,-0.011552,0.006516,0.022942,0.009144,0.00126,-0.024693,0.028855,0.018343,0.021956
-0.020751,-0.019437,0.012758,0.027541,0.002245,0.00126,-0.024036,0.026884,0.022613,0.035097
-0.022065,-0.022065,0.010458,0.023928,0.007173,0.001917,-0.025678,0.026227,0.021628,0.040682
-0.016808,-0.020751,0.008487,0.02327,0.004217,0.004545,-0.028635,0.023928,0.028527,0.037725
-0.00991,-0.024693,0.011115,0.021628,0.003888,-0.004325,-0.031592,0.020971,0.025899,0.047581
-0.00991,-0.015494,0.016372,0.024913,0.003888,-0.006296,-0.032577,0.025242,0.020642,0.036083
-0.00761,-0.015823,0.017686,0.029512,0.00356,-0.013523,-0.028635,0.025242,0.032469,0.048238
-0.004982,-0.018451,0.018671,0.026227,0.014072,-0.015166,-0.024364,0.025899,0.029512,0.045281
-0.013852,-0.01878,0.021299,0.028198,0.016372,-0.017794,-0.029949,0.024585,0.052508,0.051523
-0.010895,-0.023707,0.029841,0.030498,0.011772,-0.010238,-0.031263,0.02557,0.061378,0.02787
-0.003339,-0.017466,0.024585,0.037725,0.006516,-0.00531,-0.032249,0.021956,0.036083,0.03674
0.000931,-0.016151,0.027213,0.029512,-0.002354,-5.4e-05,-0.031263,0.023599,0.042981,0.051194
0.000931,-0.014509,0.024256,0.032469,-0.005967,-0.008596,-0.02535,0.022613,0.03444,0.035754
-0.003996,-0.008924,0.022285,0.029184,-0.003668,-0.008267,-0.03192,0.020314,0.029841,0.03444
-0.000711,-0.009253,0.017029,0.027541,-0.002682,-0.008924,-0.033563,0.011115,0.017686,0.046267
-0.002354,-0.00761,0.020642,0.026227,-0.003011,-0.00761,-0.036519,0.013744,0.020314,0.009473
-0.002682,-0.005639,0.022942,0.024256,-0.003339,-0.000383,-0.034548,0.013744,0.018014,0.019657
-0.003996,-0.004982,0.020971,0.030169,-0.002025,-0.003011,-0.026335,0.018014,0.021956,0.010787
-0.004325,-0.006624,0.023599,0.033454,0.000274,0.002245,-0.028307,0.020314,0.04101,0.005202
-0.004325,-0.00761,0.03214,0.030169,-0.001368,0.000603,-0.026335,0.025899,0.005202,-0.01418
-0.003339,-0.004653,0.021628,0.026556,-0.000383,-0.00104,-0.026993,0.024256,0.013744,-0.002354
0.001588,-0.006953,0.024913,0.024585,0.00126,-0.001697,-0.02765,0.020314,0.000931,-0.004325
-0.001368,-0.008267,0.024585,0.024585,0.006516,-0.000711,-0.026335,0.022285,0.011772,-0.003339
-0.003339,-0.004653,0.020971,0.028855,0.007502,0.000603,-0.019765,0.028527,0.008487,-0.000383
-0.003668,-0.019108,0.018671,0.034112,0.008487,-0.001368,-0.022065,0.02327,0.0167,-0.002025
-0.005967,-0.018123,0.024913,0.03444,0.000274,0.002574,-0.026993,0.022613,0.009473,-0.012866
-0.001697,-0.01648,0.024585,0.027213,0.008816,0.004545,-0.027978,0.019985,0.002245,-0.003339
0.006845,-0.009581,0.023928,0.029841,0.009801,0.006845,-0.030278,0.024256,-0.00104,-0.011881
0.011444,-0.007939,0.022942,0.025899,0.010458,0.010458,-0.028635,0.02327,-0.001697,0.009144
0.008487,-0.004325,0.022613,0.025242,0.010787,0.009801,-0.027321,0.023599,-0.016808,0.002902
0.008159,-0.003339,0.020971,0.022285,0.014729,0.006188,-0.026007,0.020971,0.017686,0.012101
0.006516,-0.004653,0.025242,0.022285,0.010458,0.002245,-0.02535,0.021628,0.008487,0.013744
0.006845,-0.001697,0.020642,0.024913,0.012429,0.002245,-0.02535,0.021299,0.008487,0.004545
-0.002354,-0.007939,0.018014,0.025242,0.012101,0.001588,-0.028307,0.025242,0.03674,0.010458
-0.003011,-0.007282,0.019,0.024585,0.00126,0.001588,-0.029949,0.027541,0.021628,0.033783
-0.003339,-0.005639,0.016043,0.020314,0.018671,0.000274,-0.031263,0.024913,0.03214,0.033126
-0.011881,-0.002682,0.015058,0.018671,0.013086,-0.000383,-0.030935,0.02327,0.037397,0.033126
0.004217,-0.017466,0.0167,0.020971,0.012429,-0.002025,-0.030278,0.018343,0.031155,0.038711
-5.4e-05,-0.012866,0.011444,0.029841,0.012429,0.000603,-0.029292,0.021299,0.043967,0.040353
-0.001697,-0.016151,0.015058,0.033454,0.003231,0.00126,-0.03192,0.021299,0.030169,0.047252
-0.003668,-0.011552,0.014072,0.028527,0.012429,0.002902,-0.032906,0.022942,0.03444,0.060064
-0.004982,-0.005639,0.014729,0.02787,0.014072,-0.00531,-0.030935,0.028198,0.021956,0.050866
-0.002025,-0.014509,0.019328,0.022613,0.017357,-0.003339,-0.027321,0.021299,0.017686,0.04988
-0.002682,-0.001368,0.02327,0.019,0.0167,-0.006296,-0.028307,0.029512,0.020314,0.060064
-0.000711,-0.007939,0.015058,0.024585,0.015386,-0.006296,-0.024364,0.026884,0.02787,0.065649
-0.000711,-0.007939,0.015386,0.025242,0.009473,-0.011552,-0.023707,0.026227,0.023599,0.055794
-0.014837,-0.004325,0.013744,0.024585,0.005202,-0.003339,-0.029949,0.028855,0.033454,0.056451
0.000274,-0.003011,0.0167,0.024585,0.004874,-0.003668,-0.024693,0.030498,0.019328,0.052837
-0.005639,-0.008924,0.015715,0.025242,0.005859,-0.000711,-0.027978,0.027541,0.040353,0.039696
-0.006296,-0.009581,0.02327,0.025899,0.00126,0.000931,-0.028964,0.02557,0.030826,0.05448
-0.003011,-0.007282,0.021628,0.022613,0.006188,-0.004325,-0.031263,0.024585,0.015058,0.046267
0.002574,-0.00531,0.022942,0.018343,0.000931,0.00356,-0.029621,0.019657,-0.006296,0.028527
-0.003339,-0.004982,0.026884,0.016043,0.002245,-0.001368,-0.030606,0.024585,-0.019437,0.023599
0.001917,-0.007939,0.02327,0.015715,0.002574,-0.00531,-0.030935,0.021299,0.004545,0.027213
0.003231,-0.006624,0.024585,0.022285,-0.00104,-0.00531,-0.030935,0.022285,0.006845,0.009144
0.001588,-0.008596,0.02327,0.023928,-0.003996,0.004874,-0.029621,0.023599,0.005531,0.011115
-0.000383,-0.007282,0.020642,0.028527,-0.002025,-0.001697,-0.029292,0.028855,-0.001368,0.002574
0.001588,-0.00761,0.015058,0.02787,0.000274,-0.003668,-0.028635,0.024585,0.006188,-0.002354
0.000274,-0.00761,0.022613,0.02327,-0.00104,0.000603,-0.030606,0.023928,-0.006296,-0.021408
0.004217,-0.006953,0.022942,0.020314,0.001917,-0.008267,-0.026993,0.021628,0.000931,-0.003668
0.005859,-0.00531,0.02327,0.018343,0.002245,0.001588,-0.030606,0.021299,-0.00104,0.000931
0.003231,-0.009253,0.02557,0.015715,0.002245,-0.000383,-0.027978,0.022613,0.005531,0.005531
0.002902,-0.00531,0.016372,0.018343,0.00126,-0.000383,-0.028964,0.02327,0.010458,0.00783
0.001917,-0.006953,0.020971,0.016043,0.00126,-5.4e-05,-0.030606,0.024913,0.003231,-0.001368
-5.4e-05,-0.005639,0.017686,0.019328,0.004217,0.000603,-0.028307,0.027213,0.015386,0.020642
0.001917,-0.006624,0.014072,0.019657,0.000931,0.004874,-0.015494,0.027213,0.019985,0.02327
0.000603,-0.013195,0.015386,0.018014,0.004874,0.002902,-0.024036,0.02557,0.012429,0.033126
0.001917,-0.009581,0.017029,0.018671,0.006188,-0.003668,-0.026007,0.023599,0.005859,0.067949
0.000274,-0.010567,0.016372,0.017029,0.012101,-0.00531,-0.026664,0.025242,0.030169,0.02557
-0.000383,-0.009581,0.020642,0.019328,0.004217,0.002245,-0.026993,0.026227,0.026556,0.047252
-0.004325,-0.006953,0.020314,0.021956,0.009144,-0.004653,-0.029621,0.035754,0.044296,0.055465
0.004217,0.001588,0.020314,0.020971,0.01013,-0.001697,-0.028307,0.028855,0.056122,0.053165
0.005531,-0.00104,0.019657,0.019657,0.011115,-0.003339,-0.028964,0.022942,0.035097,0.064664
0.004874,0.00126,0.017029,0.013415,0.014729,-0.003996,-0.035205,0.022613,0.038054,0.039368
0.004217,-0.004653,0.018343,0.015058,0.014401,-0.001697,-0.037177,0.018343,0.035097,0.043967
0.010458,-0.007282,0.017029,0.016372,0.011772,-0.006953,-0.033891,0.006188,0.029841,0.03444
-5.4e-05,-0.010567,0.022942,0.017029,0.008159,-0.005639,-0.039805,0.019985,0.037068,0.012101
0.001917,-0.010567,0.013744,0.024585,0.00783,-0.006953,-0.037505,0.0167,0.022285,0.046595
0.000274,-0.005639,0.015715,0.020971,0.01013,-0.008596,-0.037505,0.016372,0.025242,0.029841
-0.000383,-0.005967,0.015715,0.019985,0.002245,-0.000383,-0.041119,0.019657,0.015715,0.024585
-0.001368,-0.00761,0.017029,0.022285,0.005859,-0.000711,-0.033234,0.020314,0.023928,0.022285
-0.002682,-0.009581,0.018014,0.015715,0.009144,-0.003339,-0.02765,0.018343,0.012101,0.023928
0.00126,-0.023379,0.017029,0.016043,0.012101,-0.00531,-0.032577,0.015058,0.008487,0.020314
-0.002025,-0.014509,0.015058,0.015386,0.011444,-0.013195,-0.03192,0.019657,0.004545,0.019
0.005859,-0.01418,0.014729,0.018014,0.009801,-0.001368,-0.029949,0.022613,0.001917,0.013415
-0.004982,-0.008596,0.015058,0.019657,0.012429,-0.002025,-0.029292,0.024913,-5.4e-05,0.012758
-0.002682,-0.013852,0.016372,0.020642,0.010787,-0.002025,-0.026664,0.02327,0.026884,-0.003339
-0.001368,-0.006953,0.014401,0.018671,0.009801,-5.4e-05,-0.026993,0.02557,0.006188,0.000274
0.004874,-0.00104,0.018343,0.021628,0.012429,-0.004653,-0.026664,0.022285,0.002574,-0.003668
0.015715,0.003231,0.019,0.02327,0.006845,0.002574,-0.023379,0.022613,-0.030935,-0.021079
0.005531,0.000931,0.021956,0.022942,0.00783,-0.003011,-0.029292,0.020642,-0.01878,-0.020422
0.003888,-0.000711,0.022613,0.014072,0.009801,-0.00531,-0.028307,0.021628,-0.011881,-0.015166
0.003888,0.000603,0.024913,0.025899,0.009801,-0.002682,-0.027321,0.021628,-0.001368,-0.021079
0.002245,-0.006296,0.021956,0.017029,0.014072,0.003888,-0.02765,0.019,0.008159,-0.002682
-0.010895,-0.009253,0.021299,0.0167,0.015715,0.000931,-0.032577,0.020642,0.025242,0.000274
-0.003996,-0.013195,0.011115,0.016372,0.017029,0.00126,-0.032249,0.016372,0.040025,0.011444
-0.002682,-0.011881,0.02557,0.016372,0.018014,-0.002025,-0.03192,0.017029,0.012758,0.016372
-0.000711,-0.008924,0.018014,0.021299,0.019328,0.000274,-0.03192,0.017357,0.020971,0.020971
0.003231,-0.006624,0.018014,0.021628,0.013744,-0.008596,-0.029292,0.015715,0.016043,0.020314
0.004874,-0.017466,0.018014,0.019328,0.014401,-0.004653,-0.028307,0.015386,0.021628,0.027213
0.002574,-0.002025,0.017686,0.018671,0.014729,-0.002354,-0.027978,0.02327,0.013086,0.041667
0.00356,-0.003668,0.019,0.010787,0.014401,0.002245,-0.028964,0.021628,0.038054,0.050866
0.005531,-0.002354,0.016043,0.018343,0.011444,0.010458,-0.028307,0.026556,0.031483,0.070248
-0.006953,-0.003339,0.014729,0.018014,0.01013,0.009801,-0.033234,0.027213,0.043638,0.067949
0.004545,-0.00991,0.013415,0.019328,0.008159,0.004217,-0.023707,0.019985,0.036411,0.066963
-0.005967,-0.021408,0.014401,0.024913,0.003888,-0.001368,-0.028964,0.023928,0.039368,0.046267
-0.002354,-0.023379,0.013086,0.024585,0.004217,-0.001697,-0.030278,0.021956,0.042324,0.072219
0.005859,-0.019108,0.014072,0.024913,0.011115,-0.008596,-0.026993,0.021956,0.036411,0.078133
0.015386,-0.015823,0.013086,0.02327,0.010787,0.008159,-0.02765,0.024913,0.02557,0.078133
0.011444,-0.018451,0.012429,0.022942,0.008159,0.006188,-0.025021,0.027541,0.027213,0.077804
0.006845,-0.007939,0.007173,0.020314,0.004874,0.004545,-0.02535,0.026556,0.025242,0.076162
0.005859,-0.005967,0.0167,0.020314,0.001917,0.006516,-0.02765,0.026884,0.027213,0.06992
0.006188,-0.006624,0.017686,0.022942,0.000603,0.004217,-0.028964,0.028527,0.017357,0.052508
-0.000383,-0.012538,0.018671,0.020314,-0.00104,0.008487,-0.026993,0.026884,0.015058,0.043638
-0.010567,-0.018123,0.02327,0.022613,-5.4e-05,0.009144,-0.026993,0.029841,0.003231,0.042324
-0.011224,-0.01648,0.01013,0.025899,0.005202,0.008816,-0.028635,0.026556,0.001588,0.057765
-0.01418,-0.011881,0.017686,0.02787,-0.000711,0.010458,-0.029949,0.028855,0.005531,0.038054
-0.015166,-0.006624,0.018343,0.027213,0.008816,0.003888,-0.026335,0.027541,0.006845,0.022613
-0.015494,-0.003996,0.020642,0.02787,0.006516,0.006845,-0.032577,0.027213,0.011444,0.018671
-0.016151,-0.009581,0.024256,0.02787,0.004874,0.004217,-0.028635,0.021628,0.020971,0.00783
-0.015166,0.000931,0.030498,0.021628,0.004217,0.005859,-0.028307,0.025899,0.000931,-0.013195
-0.007282,0.000274,0.033126,0.027213,0.009473,0.004545,-0.026335,0.022613,0.001917,-0.008596
-0.004325,-0.002025,0.031812,0.029841,0.003888,0.00356,-0.021079,0.02327,-0.000383,-0.014509
-0.00991,-0.007939,0.030498,0.03214,0.003888,-5.4e-05,-0.030606,0.019,0.008159,-0.001697
-0.016808,-0.018451,0.034769,0.034112,0.000603,-0.004982,-0.03192,0.026556,0.002245,-0.009253
-0.017137,-0.015494,0.024913,0.036083,0.000274,-0.005639,-0.031592,0.024913,0.009144,-0.00104
-0.012866,-0.011881,0.026227,0.029512,0.000603,-0.001697,-0.030935,0.024913,0.015058,0.017357
-0.004982,-0.007282,0.027213,0.025242,0.004874,-0.002682,-0.041447,0.025242,0.020314,0.012101
-0.007939,0.001917,0.027541,0.027541,0.003888,-0.008267,-0.028307,0.026556,0.033454,0.023599
-0.004653,-0.008267,0.030826,0.029841,0.006845,-0.015166,-0.030606,0.022285,0.006845,0.042653
-0.006953,-0.010567,0.025899,0.027213,0.015058,-0.01418,-0.030606,0.021299,0.024913,0.031812
-0.004325,-0.016808,0.029184,0.026884,0.004874,-0.003996,-0.028307,0.020314,0.017357,0.037725
-0.008596,-0.019437,0.02787,0.029184,0.006845,-0.003996,-0.028635,0.021628,0.024913,0.015058
-0.008267,-0.01878,0.02787,0.028855,0.005859,0.001588,-0.030278,0.022942,0.027541,0.050866
-0.010567,-0.017137,0.025899,0.023928,0.005202,-0.00104,-0.029949,0.020314,0.02787,0.02787
-0.004653,-0.017137,0.022942,0.019,-0.003996,0.003231,-0.030935,0.022942,0.029841,0.067292
-0.005639,-0.020751,0.02327,0.014729,0.011115,0.001588,-0.027321,0.022942,0.02327,0.054808
0.000931,-0.022065,0.022613,0.014072,0.009473,0.005859,-0.026007,0.0167,0.030826,0.058422
-0.000711,-0.012538,0.019985,0.017029,0.009144,0.002902,-0.026664,0.027541,0.014729,0.059407
0.00126,-0.019437,0.019985,0.015058,0.007173,-0.002025,-0.028307,0.022942,0.038382,0.066635
-0.002025,-0.01878,0.022942,0.026884,-0.004982,-0.001697,-0.030606,0.023928,0.031155,0.04101
-0.003339,-0.024036,0.019,0.023928,0.009473,-0.006624,-0.029292,0.024585,0.03214,0.033783
0.002902,-0.020751,0.017029,0.020642,0.007502,-0.001697,-0.02765,0.017686,0.031483,0.031812
-0.003996,-0.020751,0.013415,0.021956,0.004545,-0.00531,-0.029949,0.019,0.033454,0.016043
-0.001368,-0.019437,0.01013,0.027541,0.006188,-0.010238,-0.031263,0.019985,0.017686,-0.002354
0.00126,-0.01418,0.017357,0.020314,0.006516,-0.007282,-0.026993,0.0167,0.018014,0.00783
0.00356,-0.00761,0.018014,0.022942,0.00783,-0.003011,-0.028307,0.015715,0.021628,-0.000711
0.009144,-0.009253,0.019,0.024913,0.009144,-0.000383,-0.033891,0.012101,0.014072,0.004874
0.011115,0.010458,0.010458,0.021628,0.007502,-5.4e-05,-0.031592,0.018343,-0.012538,0.000931
0.008487,0.002902,0.017029,0.026884,0.011772,-0.003668,-0.03422,0.017686,0.00783,0.000603
0.004874,0.003231,0.013415,0.027213,0.009144,-0.011552,-0.030278,0.019657,0.00356,-0.010567
0.011772,-0.007939,0.014401,0.026556,0.008159,-0.004653,-0.026993,0.018343,-0.011224,-0.018123
0.010787,-0.011881,0.014729,0.027213,0.006188,-0.00531,-0.028307,0.021628,-0.010567,-0.010567
0.007502,0.00356,0.018671,0.019328,0.008816,-0.004982,-0.030278,0.027213,-0.004653,-0.010567
0.008816,0.000274,0.015386,0.02787,0.013744,-0.00531,-0.029621,0.024256,-0.001368,0.010458
0.006516,0.000603,0.017029,0.025899,0.010787,-0.005967,-0.028307,0.022942,-0.004653,0.015058
-0.006624,0.000931,0.015715,0.023928,0.013086,-0.004325,-0.033234,0.024913,0.015058,0.030498
0.009801,0.004217,0.005859,0.023928,0.012758,-0.002354,-0.030935,0.024256,0.016372,0.023928
0.008159,0.004545,0.017029,0.02327,0.010787,-0.003011,-0.029621,0.025242,0.024585,0.027213
0.010787,0.001917,0.018671,0.022285,0.006188,-0.003011,-0.029621,0.025899,0.026556,0.04101
0.009801,0.003231,0.019328,0.024913,-5.4e-05,-0.000711,-0.031592,0.026884,0.019,0.037397
0.011444,0.00126,0.020642,0.024256,0.001917,-0.00531,-0.036191,0.024913,0.020642,0.048566
0.010787,-0.003996,0.017686,0.028198,-0.000383,-0.008267,-0.032906,0.024256,0.053494,0.047252
0.008816,-0.00104,0.012429,0.027541,0.001588,-0.008267,-0.030278,0.02787,0.035097,0.027213
0.011444,-0.001368,0.017686,0.025899,0.005859,-0.010895,-0.026664,0.023599,0.023928,0.047252
0.009144,-0.001368,0.015386,0.026884,0.008159,-0.016151,-0.026007,0.026556,0.030498,0.048566
0.011444,-0.006624,0.015058,0.024913,0.009801,-0.00761,-0.02535,0.020642,0.013086,0.044624
0.004874,-0.009253,0.017686,0.025242,0.012101,-0.008596,-0.028964,0.023599,0.00783,0.052837
0.004217,-0.004653,0.0167,0.018343,0.011772,-0.008596,-0.030935,0.025242,0.040682,0.062035
0.006516,-0.005967,0.0167,0.022285,0.009473,-0.008267,-0.029621,0.020971,0.035426,0.055794
0.006188,-0.005639,0.013415,0.019985,0.009801,-0.010895,-0.02305,0.020971,0.047581,0.049223
-0.002025,-0.004653,0.013086,0.021299,0.010787,-0.009581,-0.034548,0.028527,0.04988,0.062035
0.005531,-0.003339,0.010458,0.021956,0.013086,-0.007282,-0.030278,0.020314,0.031812,0.081746
0.004217,-0.003011,0.0167,0.016372,0.013086,-0.003996,-0.030935,0.022942,0.038711,0.044296
0.00126,-0.002682,0.0167,0.020971,0.012101,0.000931,-0.028964,0.024913,0.035754,0.053494
0.001588,-0.002682,0.017357,0.021956,0.008487,-0.00531,-0.022393,0.022285,0.037725,0.036411
-0.001368,0.00356,0.018671,0.021628,0.012429,-0.001368,-0.030606,0.023928,0.045938,0.036411
-5.4e-05,-0.003339,0.010458,0.020314,0.013086,-0.002025,-0.030278,0.018671,0.022942,0.043967
0.000603,-0.007939,0.022285,0.019657,0.011772,-0.004653,-0.026993,0.019985,0.024585,0.013744
-0.002682,-0.00531,0.020971,0.020971,0.011444,-0.002682,-0.027321,0.022613,0.016043,0.011772
